pop	pop_id	tmap_orig	tmap_gen	path
AFR	0	52000	1	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/1.png
OOA	1	51000	34	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/2.png
OOA	1	50000	68	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/3.png
OOA	1	49615.3846153846	80	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/4.png
OOA	1	49230.7692307692	93	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/5.png
OOA	1	48846.1538461538	106	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/6.png
OOA	1	48461.5384615385	119	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/7.png
OOA	1	48076.9230769231	132	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/8.png
OOA	1	47692.3076923077	145	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/9.png
OOA	1	47307.6923076923	157	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/10.png
OOA	1	46923.0769230769	170	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/11.png
OOA	1	46538.4615384615	183	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/12.png
OOA	1	46153.8461538462	196	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/13.png
OOA	1	45769.2307692308	209	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/14.png
OOA	1	45384.6153846154	222	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/15.png
OOA	1	45000	234	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/16.png
OOA	1	44615.3846153846	247	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/17.png
OOA	1	44230.7692307692	260	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/18.png
OOA	1	43846.1538461538	273	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/19.png
OOA	1	43461.5384615385	286	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/20.png
OOA	1	43076.9230769231	298	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/21.png
OOA	1	42692.3076923077	311	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/22.png
OOA	1	42307.6923076923	324	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/23.png
OOA	1	41923.0769230769	337	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/24.png
OOA	1	41538.4615384615	350	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/25.png
OOA	1	41153.8461538462	363	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/26.png
OOA	1	40769.2307692308	375	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/27.png
OOA	1	40384.6153846154	388	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/28.png
OOA	1	40000	401	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/29.png
EHG	2	28000	801	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/30.png
ANA	3	28000	801	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/31.png
EUR	4	25000	901	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/32.png
ANA	3	9800	1408	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/33.png
